Name,Symbol,CIK,Year,Quarter,Sentiment,Q1,Q2,Q3,Q4
Rollins Inc.,ROL,0000084839,2018,QTR1,0.0,0.09389067654268479,0.1271168119778059,0.3009645848293907,0.14694526467589752
Rollins Inc.,ROL,0000084839,2017,QTR1,0.0,0.10868923198574221,0.21558675789705162,0.3777247528384484,0.38937003074510557
Rollins Inc.,ROL,0000084839,2016,QTR1,0.0,0.07193674628867086,0.15691704311358,0.1573122713796724,0.3351778826869778
Exxon Mobil Corp.,XOM,0000034088,2018,QTR1,1.0,-0.12254496434830453,-0.027049223278635237,-0.00011763067592684973,-0.19828296898031517
Exxon Mobil Corp.,XOM,0000034088,2017,QTR1,1.0,-0.09770048754593041,-0.1117834316310049,-0.09803054343214812,-0.07976675155336954
Exxon Mobil Corp.,XOM,0000034088,2016,QTR1,1.0,0.07913758489375922,0.210172979237232,0.12677510729267105,0.16524662023038483
Alphabet Inc. (Class A),GOOGL,0001652044,2018,QTR1,0.9995,-0.03360940319409045,0.0521612568894243,0.12473793571599501,-0.02472014628282737
Alphabet Inc. (Class A),GOOGL,0001652044,2017,QTR1,0.998,0.04924441225534504,0.1505797965862432,0.20508404467113794,0.3036967508850743
Alphabet Inc. (Class A),GOOGL,0001652044,2016,QTR1,0.9962,0.004556017541258228,-0.07362000021699533,0.05875381198481189,0.043466251000087164
Loews Corp.,L,0000060086,2018,QTR1,0.9996,-0.003207052502897101,-0.03227100882036926,0.0068149961264267755,-0.09981959517260719
Loews Corp.,L,0000060086,2017,QTR1,0.9998,-0.009110175809857401,-0.008262698799671564,0.013983047388641756,0.05995758412316565
Loews Corp.,L,0000060086,2016,QTR1,0.9995,0.012705123286011366,0.08761253256325863,0.0892007108382642,0.2395448211797493
Ross Stores,ROST,0000745732,2018,QTR2,-0.9629,0.11851661283866965,0.30790554130491143,0.09805992654555151,0.22871852446677554
Ross Stores,ROST,0000745732,2017,QTR1,0.9265,0.0039628430698330774,-0.12010365789985944,-0.01585125599531334,0.22313670558537724
Ross Stores,ROST,0000745732,2016,QTR1,0.9821,0.06492555937726907,0.042670585624449586,0.1826375632692847,0.20654772416503775
Hormel Foods Corp.,HRL,0000048465,2018,QTR4,-0.9919,0.10788808551600182,0.08600511790666499,0.1389312771111657,0.03155220617148147
Hormel Foods Corp.,HRL,0000048465,2017,QTR4,-0.6037,0.23433588445195963,0.1400375721387992,0.07518795779429466,0.16572678557439735
Hormel Foods Corp.,HRL,0000048465,2016,QTR4,-0.6037,-0.15509993122714716,-0.0849106063222489,-0.08964247542959969,-0.1033123083751456
Avery Dennison Corp,AVY,0000008818,2018,QTR1,0.9995,-0.08151798305928826,-0.11739282326442979,-0.06336446932674089,-0.23210579532579556
Avery Dennison Corp,AVY,0000008818,2017,QTR1,0.9994,0.14913029905181885,0.25990880404290473,0.40205299677268114,0.6375820018513301
Avery Dennison Corp,AVY,0000008818,2016,QTR1,0.9996,0.1782679691405955,0.22140521353172837,0.27107843048646174,0.14738562655747334
Raymond James Financial Inc.,RJF,0000720005,2018,QTR4,0.9998,,-0.19417363425239698,-0.12919637371575154,-0.08436207055529499
Raymond James Financial Inc.,RJF,0000720005,2017,QTR4,0.9998,0.08870490513653584,0.0561797732531395,0.05748078574729898,0.05677108514620555
Raymond James Financial Inc.,RJF,0000720005,2016,QTR4,0.9997,0.45321391702563263,0.19369288471843937,0.3141479190145604,0.3823884698981397
Consolidated Edison,ED,0001047862,2018,QTR1,0.0,-0.06748024965408483,-0.06700165531750901,-0.08841827264596491,-0.08494853216769183
Consolidated Edison,ED,0001047862,2017,QTR1,0.0,0.054733214165702426,0.09765045103369863,0.0957490603658897,0.1537416829700986
Consolidated Edison,ED,0001047862,2016,QTR1,0.0,0.18975156725411813,0.24906833129626138,0.1692546780685833,0.14409935651271288
General Dynamics,GD,0000040533,2018,QTR1,0.8245,0.101800527927145,-0.07022794875196292,0.021098287254440073,-0.22529800454559534
General Dynamics,GD,0000040533,2017,QTR1,0.8096,0.06697064807283093,0.12909666314759294,0.171729868377831,0.15958962945015043
General Dynamics,GD,0000040533,2016,QTR1,0.8896,-0.034541132902509264,0.023296817801971903,0.14029540170747712,0.26890566890840506
Diamondback Energy,FANG,0001539838,2018,QTR1,0.0,-0.010634975285903958,0.02885525609989137,0.05716300707687805,-0.28143571032808723
Diamondback Energy,FANG,0001539838,2017,QTR1,0.0,0.004552069934170788,-0.1398547451952179,-0.05123487569518004,0.22276029055690083
Diamondback Energy,FANG,0001539838,2016,QTR1,0.0,0.16744818624447078,0.379670219972603,0.4602934506766745,0.5286642962573151
Yum! Brands Inc,YUM,0001041061,2018,QTR1,0.0,0.04325978977090772,-0.04142153574291929,0.11409320296667524,0.12267159710064313
Yum! Brands Inc,YUM,0001041061,2017,QTR1,0.0,0.010916033086539656,0.16690402158777107,0.16453095517341398,0.29109320981462905
Yum! Brands Inc,YUM,0001041061,2016,QTR1,0.9987,0.13349954322652557,0.14831741876545368,0.25758202816828546,0.2199423066296231
Domino's Pizza,DPZ,0001286681,2018,QTR1,0.9983,0.2493847999804102,0.5094148376090701,0.576976484128215,0.3370599854709295
Domino's Pizza,DPZ,0001286681,2017,QTR1,0.9985,0.16380400569227227,0.33575396542067026,0.2537888500031942,0.19323065158863972
Domino's Pizza,DPZ,0001286681,2016,QTR1,-0.9933,0.20717748382254797,0.20278312592831105,0.3901858595326744,0.457841257889662
Flowserve Corporation,FLS,0000030625,2018,QTR1,0.9925,0.019529454848345562,-0.049411728802849275,0.2868234970990349,-0.11411761115579044
Flowserve Corporation,FLS,0000030625,2017,QTR1,0.9853,-0.012038363044151845,-0.052642279222928745,-0.1309936418856109,-0.14037946315119842
Flowserve Corporation,FLS,0000030625,2016,QTR1,0.9652,0.057129293543645154,0.07522018504324435,0.1482981101129981,0.14377531913471664
QUALCOMM Inc.,QCOM,0000804328,2018,QTR4,1.0,0.05550962622586564,-0.21611568810572113,-0.21446281022132918,0.0477961610693427
QUALCOMM Inc.,QCOM,0000804328,2017,QTR4,0.9999,0.38839624703796627,0.23400145190845523,0.068041609611037,0.08172701959282302
QUALCOMM Inc.,QCOM,0000804328,2016,QTR4,0.9999,-0.22753688450135867,-0.02846079041481575,-0.1455818859917678,-0.17717179677412243
Xcel Energy Inc,XEL,0000072903,2018,QTR1,0.0,-0.048734611255550786,-0.04455137015129129,-0.012549723312778482,0.030119192331030442
Xcel Energy Inc,XEL,0000072903,2017,QTR1,0.0,0.0942885753758187,0.12949291665543639,0.16494340076607616,0.18439197132985408
Xcel Energy Inc,XEL,0000072903,2016,QTR1,0.0,0.17142853784580314,0.25434167569496147,0.15238091065690695,0.1400560194158469
Occidental Petroleum,OXY,0000797468,2018,QTR1,0.0,-0.12192489677165663,0.13111647077714106,0.11070552095675357,-0.1826169440821508
Occidental Petroleum,OXY,0000797468,2017,QTR1,0.0,-0.12328762206424804,-0.17157877801522348,-0.11152619251390306,0.0192335282082281
Occidental Petroleum,OXY,0000797468,2016,QTR1,0.0,0.01685995975531207,0.12281069317387838,0.08358068205098035,0.05846760227800041
WEC Energy Group,WEC,0000783325,2018,QTR1,0.9999,-0.04667775637556759,-0.017028967224458125,0.015052539815940902,0.04926266775939747
WEC Energy Group,WEC,0000783325,2017,QTR1,0.9999,0.036587439361218,0.049410143729101685,0.07334581941736285,0.1357496734289223
WEC Energy Group,WEC,0000783325,2016,QTR1,0.9999,0.1704988318790357,0.2724084848025343,0.16679659828903537,0.14282934284183058
Arthur J. Gallagher & Co.,AJG,0000354190,2018,QTR1,0.9959,0.10551721700492322,0.05002413868342437,0.19736214627379467,0.16647898952795925
Arthur J. Gallagher & Co.,AJG,0000354190,2017,QTR1,0.9994,0.0823123870387048,0.09590348699392015,0.17821587403262495,0.21133225011707335
Arthur J. Gallagher & Co.,AJG,0000354190,2016,QTR1,0.9981,0.10646762930518716,0.18407954156069883,0.26542283498616315,0.2925372661279846
Expedia Group,EXPE,0001324424,2018,QTR1,0.9999,-0.09067694509035074,-0.01013009179779123,0.07461701280861122,-0.0669576459893022
Expedia Group,EXPE,0001324424,2017,QTR1,0.9999,0.12210952889914717,0.32470645423421884,0.280149406937402,0.06519027074443451
Expedia Group,EXPE,0001324424,2016,QTR1,0.9998,-0.10745035620050603,-0.12003310955039748,-0.033774848741573105,-0.062251689424535295
Atmos Energy,ATO,0000731802,2018,QTR4,0.9933,0.22964962859038063,-0.0003234369735511944,0.1097574156892267,0.13811318122473049
Atmos Energy,ATO,0000731802,2017,QTR4,0.9914,0.10912962906562407,0.014408896268886195,-0.00507854392907614,0.06460377157194008
Atmos Energy,ATO,0000731802,2016,QTR4,0.9955,0.1371218299287693,0.005696434963010422,0.07134130296145291,0.1250507686358533
Incyte,INCY,0000879169,2018,QTR1,0.9999,-0.17405092342973538,-0.3359103934450577,-0.31529386213731636,-0.38269403155842463
Incyte,INCY,0000879169,2017,QTR1,0.9999,0.3063916982762356,0.2305512513452288,0.1409303969111988,-0.07437451752393343
Incyte,INCY,0000879169,2016,QTR1,0.9999,-0.29858690055403203,-0.22590008136691697,-0.08739836242710741,-0.02951996768066778
Iron Mountain Incorporated,IRM,0001020569,2018,QTR1,0.9999,-0.12629619577013873,-0.06913061012029731,-0.08215900298968404,-0.1387929044400601
Iron Mountain Incorporated,IRM,0001020569,2017,QTR1,1.0,0.07764349889120226,0.0380665315503137,0.17522668637862582,0.13987919279619176
Iron Mountain Incorporated,IRM,0001020569,2016,QTR1,1.0,0.2634128038237933,0.4839791954030339,0.39828608665929033,0.21013410423191203
DuPont de Nemours Inc,DD,0001666700,2018,QTR1,0.9966,-0.113908197888273,-0.08317100950473211,-0.10556323591368766,-0.2625869091358587
PayPal,PYPL,0001633917,2018,QTR1,0.9992,0.02749196247792507,0.12770856951325205,0.189599142664312,0.12757321594700577
PayPal,PYPL,0001633917,2017,QTR1,0.9997,0.0688198871494079,0.33341610357628104,0.5908074230881211,0.8290683912194294
PayPal,PYPL,0001633917,2016,QTR1,0.9992,0.11079132299629046,0.0506474337131857,0.17899284088354306,0.13582737325764382
DTE Energy Co.,DTE,0000936340,2018,QTR1,0.0,-0.0373443571814589,-0.044444442881123924,0.006270173575941396,0.015306627098400138
DTE Energy Co.,DTE,0000936340,2017,QTR1,0.0,0.03971083965212574,0.0771815691041291,0.09316771826877601,0.11455045417853649
DTE Energy Co.,DTE,0000936340,2016,QTR1,0.0,0.14556487694347586,0.2524640322343368,0.18359867186450107,0.2447561649730774
Tyler Technologies,TYL,0000860731,2018,QTR1,0.9928,0.18059210829683936,0.2429347085399689,0.3714253411516444,0.01578147645028083
Tyler Technologies,TYL,0000860731,2017,QTR1,0.9946,0.06762445946819051,0.21344196300726614,0.2041168900993049,0.22297435813115718
Tyler Technologies,TYL,0000860731,2016,QTR1,0.9935,-0.2300185502588138,-0.0019157760148972303,0.025145165413021475,-0.14524333762877883
Edison Int'l,EIX,0000827052,2018,QTR1,0.0,0.006482211026278328,0.00031621277096705036,0.07003953051661305,-0.09517787285001855
Edison Int'l,EIX,0000827052,2017,QTR1,0.0,0.10954704683416816,0.08975613158754348,0.0755400441664853,-0.11860624838373801
Edison Int'l,EIX,0000827052,2016,QTR1,0.0,0.2195080315392306,0.31755720379523233,0.22561491204291828,0.22120435847437747
Nvidia Corporation,NVDA,0001045810,2018,QTR1,0.996,0.1617255542878382,0.18836211007422965,0.4096813664893886,-0.32957115723846775
Nvidia Corporation,NVDA,0001045810,2017,QTR1,-0.9805,0.0678364672486127,0.41711591541326887,0.752475252708263,0.896872815879252
Nvidia Corporation,NVDA,0001045810,2016,QTR1,-0.9985,0.10071060376277408,0.45227061701345606,1.1167747576158717,2.297497725853478
Church & Dwight,CHD,0000313927,2018,QTR1,0.0,0.018814491188226867,0.07546023708694505,0.20109242495125312,0.33016385988400176
Church & Dwight,CHD,0000313927,2017,QTR1,0.0,0.12471805954592718,0.17004963666170103,0.09269284159241664,0.13148394218075254
Church & Dwight,CHD,0000313927,2016,QTR1,0.0,0.10381987722622599,0.23206797698080806,0.14764691517485717,0.05831630933553367
Ameriprise Financial,AMP,0000820027,2018,QTR1,1.0,-0.1293037534411079,-0.17674061639723038,-0.13095167747890435,-0.3929138996959378
Ameriprise Financial,AMP,0000820027,2017,QTR1,1.0,0.15940987433974363,0.1380420442739534,0.3277603623856724,0.5151542559914621
Ameriprise Financial,AMP,0000820027,2016,QTR1,0.9999,-0.09822539917284923,-0.1381295110396058,-0.042973653303919335,0.06417268528926856
Johnson & Johnson,JNJ,0000200406,2018,QTR1,0.9895,-0.07958056576211703,-0.12849242216926882,-0.007613284429513811,-0.08590102313783965
Johnson & Johnson,JNJ,0000200406,2017,QTR1,0.9907,0.07518997746219891,0.14200619361433353,0.12232388308795539,0.20614645750814375
Johnson & Johnson,JNJ,0000200406,2016,QTR1,-0.9175,0.07683114384346679,0.20720540405303978,0.17565678052165823,0.14659629016147546
The Hershey Company,HSY,0000047111,2018,QTR1,0.9993,-0.11729552630708584,-0.1699224239411774,-0.09017929315235473,-0.05182407927002808
The Hershey Company,HSY,0000047111,2017,QTR1,0.9991,0.05128947194927358,0.033198658953284,0.05051963137513682,0.09228256482158947
The Hershey Company,HSY,0000047111,2016,QTR1,0.9989,0.046596187903867436,0.2898056667699931,0.08648710984325447,0.17547451774361011
Concho Resources,CXO,0001358071,2018,QTR1,1.0,-0.010335695381920806,-0.08920334652681217,0.005595827107767182,-0.32975640783781446
Concho Resources,CXO,0001358071,2017,QTR1,0.0,-0.060881070549287375,-0.11071275045639029,-0.03614812168174941,0.09922433188367763
Concho Resources,CXO,0001358071,2016,QTR1,0.0,0.11906080286849674,0.32096572636710774,0.5212094884351173,0.4686012267025257
Apartment Investment & Management,AIV,0000922864,2018,QTR1,0.9997,-0.06214040772221141,-0.026467238335696308,0.015650179361004435,0.0006904206851583439
Apartment Investment & Management,AIV,0000922864,2017,QTR1,0.9996,-0.013128619728911994,-0.04383616969750059,-0.024031999318209873,-0.027369817085515225
Apartment Investment & Management,AIV,0000922864,2016,QTR1,0.9996,0.05472882939308321,0.11374522441290713,0.15788141439155812,0.14627992468739204
NetApp,NTAP,0001002047,2018,QTR2,0.0,0.3274171565558597,0.4518255512369749,0.00862066130575756,0.1720756679637454
NetApp,NTAP,0001002047,2017,QTR2,0.0,-0.03841541969270301,0.050660185314597594,0.3282112285266441,0.48115237374909525
NetApp,NTAP,0001002047,2016,QTR2,0.0,-0.08824617061032403,0.3281424029212916,0.3077494013987365,0.5535781458152154
Ford Motor Company,F,0000037996,2018,QTR1,0.9994,-0.12480252312396589,-0.12559243062810221,-0.2693522818729862,-0.3830963635930833
Ford Motor Company,F,0000037996,2017,QTR1,0.9845,-0.07545669561170443,-0.11119940867648181,-0.04924542319657088,-0.007942841958518243
Ford Motor Company,F,0000037996,2016,QTR1,0.9963,-0.033643540303866404,-0.10021478492801394,-0.13600576491675964,-0.13171081728112444
Ball Corp,BLL,0000009389,2018,QTR1,0.9931,0.027957493825927937,-0.0797308243824224,0.1387522770424059,0.15972037272445117
Ball Corp,BLL,0000009389,2017,QTR1,0.9974,-0.019669938795637387,0.11445542137221532,0.09042902276067455,-0.0006601062938325075
Ball Corp,BLL,0000009389,2016,QTR1,0.9993,-0.011371511411504609,0.0024961905928750916,0.13645813693805553,0.041048385236703844
F5 Networks,FFIV,0001048695,2018,QTR4,-0.9953,-0.26807416628242575,-0.15114210690233165,-0.17786049527751358,-0.2370599268780429
F5 Networks,FFIV,0001048695,2017,QTR4,-0.9968,0.6118654720444237,0.06062075594891736,0.16884900730305463,0.3938732237854574
F5 Networks,FFIV,0001048695,2016,QTR4,-0.998,-0.030712331397155124,0.16353114983467498,0.14624546126769533,0.021546875416916134
Stanley Black & Decker,SWK,0000093556,2018,QTR1,0.9997,-0.09085513060160166,-0.21185685189013492,-0.13097141288277936,-0.29481926470400477
Stanley Black & Decker,SWK,0000093556,2017,QTR1,0.9996,0.14790492541846656,0.21580989829407393,0.3042764684294006,0.4660043407464902
Stanley Black & Decker,SWK,0000093556,2016,QTR1,0.9996,0.0032420742727758967,0.06055114244123594,0.17268999843658173,0.09363973908300749
Edwards Lifesciences,EW,0001099800,2018,QTR1,0.9978,0.250403358602028,0.30462453932093814,0.5603154827857082,0.3480014223576615
Edwards Lifesciences,EW,0001099800,2017,QTR1,0.9975,-0.015180074916149144,0.23785595803833037,0.144367720520711,0.1799622963183498
Edwards Lifesciences,EW,0001099800,2016,QTR1,0.9962,0.11884828370198952,0.2649669345736616,0.529173034474745,0.1884829821757985
Motorola Solutions Inc.,MSI,0000068505,2018,QTR1,-0.2732,0.1628934235548174,0.28514631501520404,0.43721695200011457,0.23964656230700077
Motorola Solutions Inc.,MSI,0000068505,2017,QTR1,-0.2732,0.03133974634452974,0.03755980199713105,0.015191438943076951,0.08062198548790578
Motorola Solutions Inc.,MSI,0000068505,2016,QTR1,-0.2732,0.1276627446068883,-0.017279846271046617,0.13630272456793557,0.23476840132639865
Celanese,CE,0001306830,2018,QTR1,0.9998,-0.06135259386188208,0.040277213716016114,0.06781563992974604,-0.16176474266480112
Celanese,CE,0001306830,2017,QTR1,0.9998,0.13004648547454867,0.19406363841794905,0.3114072926876894,0.346748823469863
Celanese,CE,0001306830,2016,QTR1,0.9999,-0.009526648715918462,-0.010282781391475648,0.00650234875298672,0.19068503151494998
Textron Inc.,TXT,0000217346,2018,QTR1,0.9874,0.029144886664543845,0.15026185933140535,0.24729497682920898,-0.2033158440889934
Textron Inc.,TXT,0000217346,2017,QTR1,0.7898,-0.03370558065811391,-0.043654853317338205,0.09401017397188283,0.14903553609315523
Textron Inc.,TXT,0000217346,2016,QTR1,0.9103,-0.12144580519342996,-0.11903611148696347,-0.04216867469879515,0.17012051501906056
CME Group Inc.,CME,0001156375,2018,QTR1,0.9567,0.1170661854616899,0.1321224239924368,0.1755647116959218,0.28537888832249947
CME Group Inc.,CME,0001156375,2017,QTR1,0.9965,0.03846155128663664,0.09475521147994437,0.18601390617191993,0.2766608488088107
CME Group Inc.,CME,0001156375,2016,QTR1,0.9927,0.08323001054709822,0.09845498519465501,0.17875266495350184,0.3008909536046416
"Nasdaq, Inc.",NDAQ,0001120193,2018,QTR1,0.9998,0.12353405812914797,0.18934062006479113,0.11806105603588612,0.04938755565585806
"Nasdaq, Inc.",NDAQ,0001120193,2017,QTR1,0.9999,0.04154164112760794,0.07213553594150768,0.16331732663179288,0.15221957827572252
"Nasdaq, Inc.",NDAQ,0001120193,2016,QTR1,1.0,0.17403601306253802,0.1437919547536699,0.194552526032576,0.1871241892419062
Eaton Corporation,ETN,0001551182,2018,QTR1,0.9656,0.013314773568743554,-0.05224451831973764,0.09979714285659003,-0.1346690675169484
Eaton Corporation,ETN,0001551182,2017,QTR1,0.9431,0.08200792130000512,0.13570703658858618,0.12053118755819736,0.15292577766832882
Eaton Corporation,ETN,0001551182,2016,QTR1,-0.2062,0.1980084241838067,0.14381459490575033,0.25833009476111024,0.28475669800046166
